"日本標準商品分類(平成2年[1990年]6月改定)"
"分類コード","項目名","本籍"
"51935","通信・計測機器",""
"51939","その他の宇宙往還機及び構成機器",""
"5194","人工衛星",""
"51941","科学観測衛星",""
"51942","試験衛星",""
"51943","通信・放送衛星",""
"51944","地球観測衛星",""
"51945","航行・測位衛星",""
"51946","宇宙探査機",""
"51947","フリーフライヤ",""
"51949","その他の人工衛星",""
"5195","人工衛星構成機器",""
"51951","ミッション機器",""
"51952","構造・計装機器",""
"51953","通信・計測機器",""
"51954","電源機器",""
"51955","姿勢・軌道制御機器",""
"51956","熱制御機器",""
"51959","その他の人工衛星構成機器",""
"5196","宇宙ステーション及びプラットフォーム",""
"51961","宇宙ステーション",""
"51962","プラットフォーム",""
"5197","地上設備及び機器",""
"51971","製造・試験設備及び機器",""
"51972","射場試験・点検設備及び機器",""
"51973","ロケット打上げ・管制設備及び機器",""
"51974","衛星追跡・管制設備及び機器",""
"51975","ミッション系通信設備及び機器",""
"51976","ミッションデータ取得・解折設備及び機器",""
"51977","有人活動支援設備及び機器",""
"51979","その他の地上設備及び機器",""
"5198","宇宙環境利用機器",""
"51981","材料実験機器",""
"51982","ライフサイエンス実験機器",""
"51983","理工学実験機器",""
"51989","その他の宇宙環境利用機器",""
"5199","その他のロケット及び人工衛星",""
"5","情報通信機器",""
"52","電子計算機及び関連装置",""
"521","デジタル型",""
"5211","中央処理装置",""
"52111","演算処理装置",""
"52112","入出力制御装置",""
"52113","主記憶装置",""
"52114","通信制御装置",""
"52119","その他の中央処理装置",""
"5212","パーソナルコンピュータ",""
"5213","補助記憶装置",""
"52131","磁気ディスク装置",""
"521311","固定式",""
"521312","可換式",""
"52132","フレキシブルディスク装置",""
"52133","光ディスク装置",""
"521331","再生専用型",""
"521332","追記型",""
"521333","書換え型",""
"52134","磁気テープ装置",""
"521341","オープンリール型",""
"521342","カセット型",""
"521343","カートリッジ型",""
"52135","半導体ディスク装置",""
"52139","その他の補助記憶装置",""
"5214","入出力装置",""
"52141","印刷装置",""
"521411","シリアルインパクトプリンタ",""
"521412","シリアルノンインパクトプリンタ",""
"521413","ラインインパクトプリンタ",""
"521414","ラインノンインパクトプリンタ",""
"521415","ページプリンタ",""
"521419","その他の印刷装置",""
"52142","作図装置（プロッタ）",""
"52143","読取・せん孔・記憶装置",""
"521431","紙カード装置",""
"521432","紙テープ装置",""
"521433","磁気カード装置",""
"521434","メモリカード装置",""
"521435","レーザカード装置",""
"521439","その他の読取・せん孔・記憶装置",""
"52144","パターン認識装置",""
"521441","図形認識装置",""
"521442","文字認識装置",""
"521443","光学マーク読取装置",""
"521444","音声認識装置",""
"521449","その他のパターン認識装置",""
"52145","表示装置",""
"521451","ＣＲＴディスプレイ装置",""
"521452","液晶ディスプレイ装置",""
"521453","プラズマディスプレイ装置",""
"521454","エレクトロルミネセンスディスプレイ装置",""
"521459","その他の表示装置",""
"52149","その他の入出力装置",""
"5215","端末装置",""
"52151","はん（汎）用端末装置",""
"52152","専用端末装置",""
"521521","ＰＯＳ端末装置（システム式電子レジスタを除く。）",""
"521522","クレジット端末装置",""
"521523","金融用端末装置",""
"5215231","窓口端末装置",""
"5215232","自動処理端末装置",""
"5215239","その他の金融用端末装置",""
"521524","予約発券端末装置",""
"521525","データ収集装置",""
"5215251","ハンディターミナル",""
"5215259","その他のデータ収集装置",""
"521529","その他の専用端末装置",""
"5216","オフライン装置",""
"52161","データ作成装置",""
"52162","データ変換装置",""
"52169","その他のオフライン装置",""
"5217","電子計算機用部品及び附属品",""
"52171","入力用部品",""
"521711","キーボード",""
"521712","デジタイザ・タブレット",""
"521713","イメージスキャナ",""
"521714","マウス",""
"521719","その他の入力用部品",""
"52179","その他の電子計算機用部品及び附属品",""
"再掲","記録媒体（5571）","5571
"
"再掲","磁気ディスクパック（55712）","55712
"
"再掲","磁気テープ（55711）","55711
"
"再掲","磁気カセットテープ（5571131）","5571131
"
"再掲","磁気カートリッジテープ（5571131）","5571131
"
"再掲","磁気オープンリールテープ（5571132）","5571132
"
"再掲","フレキシブルディスク（557121）","557121
"
"再掲","光ディスク（55713）","55713
"
"再掲","再生専用型ディスク（55713）","55713
"
"再掲","追記型ディスク（55713）","55713
"
"再掲","書換型ディスク（55713）","55713
"
"再掲","メモリカード（55714）","55714
"
"再掲","磁気カード（557141）","557141
"
"再掲","ICカード（557143）","557143
"
"再掲","レーザカード（557142）","557142
"
"再掲","その他の記録媒体（55719）","55719
"
"522","アナログ型",""
"523","ハイブリット型",""
"529","その他の電子計算機及び関連装置",""
"53","プログラム",""
"531","システム・プログラム",""
"5311","汎用プログラム",""
"5312","カスタムプログラム",""
"532","アプリケーション・プログラム",""
"5321","汎用プログラム",""
"5322","カスタムプログラム",""
"54","通信装置及び関連装置",""
"541","有線通信装置",""
"5411","電話機",""
"54111","標準電話機",""
"54112","多機能電話機",""
"54113","コードレスホン",""
"541131","小電力型コードレスホン",""
"541132","微弱電波型コードレスホン",""
"54114","公衆電話機",""
"541141","ボックス型公衆電話機",""
"541142","卓上型公衆電話機",""
"541149","その他の公衆電話機",""
"54115","ＩＳＤＮ用電話機",""
"54119","その他の電話機",""
"541191","モデム付電話機",""
"541192","福祉用電話機",""
"541199","他に分類されない電話機",""
"5412","電話応用装置",""
"54121","ボタン電話装置",""
"541211","ビジネスホン",""
"541212","ホームテレホン",""
"541219","その他のボタン電話装置",""
"54122","インターホン",""
"541221","拡声型インターホン",""
"541222","電話型インターホン",""
"541223","電話拡声型インターホン",""
"541224","搬送式インターホン",""
"54123","電話附属装置",""
"541231","留守番電話装置",""
"541232","自動ダイヤル装置",""
"541233","電話転送装置",""
"541239","その他の電話附属装置",""
"54124","ＩＳＤＮ用電話応用装置",""
"54129","その他の電話応用装置",""
"541291","指令電話装置",""
"541299","他に分類されない電話応用装置",""
"5413","電信装置",""
"54131","印刷電信装置",""
"541311","公衆電信装置",""
"541312","専用電信装置",""
"541313","加入電信装置",""
"541319","その他の印刷電信装置",""
"54132","電信装置用附属装置",""
"541321","自動発着信装置",""
"541329","その他の電信装置用附属装置",""
"54139","その他の電信装置",""
"5414","画像装置",""
"54141","ファクシミリ",""
"541411","事務用ファクシミリ",""
"5414111","ＧIVファクシミリ",""
"5414112","ＧIIIファクシミリ",""
"5414113","ＧIIファクシミリ",""
"5414114","ＧIファクシミリ",""
"541412","特殊用ファクシミリ",""
"5414121","気象用ファクシミリ",""
"5414122","自治体用ファクシミリ",""
"5414123","報道用ファクシミリ",""
"5414124","警察用ファクシミリ",""
"5414129","その他の特殊用ファクシミリ",""
"541413","カラーファクシミリ",""
"541419","その他のファクシミリ",""
"54142","テレビ電話装置",""
"54143","ビデオテックス装置",""
"54149","その他の画像装置",""
"5415","交換機",""
"54151","局用交換機",""
"541511","デジタル回線交換機",""
"541512","デジタルパケット交換機",""
"541513","アナログ電子交換機",""
"541514","クロスバー交換機",""
"541515","附属機器",""
"541519","その他の局用交換機",""
"54152","構内用交換機",""
"541521","デジタル回線交換機",""
"541522","デジタルパケット交換機",""
"541523","アナログ電子交換機",""
"541524","クロスバー交換機",""
"541525","附属機器",""
"5415251","ＰＢＸ専用多機能電話機",""
"5415259","その他の附属装置",""
"541529","その他の構内用交換機",""
"54159","その他の交換機",""
"5416","伝送装置",""
"54161","デジタル伝送装置",""
"541611","端局中継装置",""
"541612","多重化装置",""
"5416121","多重変換装置",""
"5416129","その他の多重化装置",""
"541613","網同期装置",""
"541614","音声符号化装置",""
"541615","映像符号化装置",""
"541616","マルチメディア多重化装置",""
"541617","回線終端装置",""
"541619","その他のデジタル伝送装置",""
"54162","アナログ伝送装置",""
"541621","端局中継装置",""
"541622","多重変換装置",""
"541629","その他のアナログ伝送装置",""
"54163","変復調装置",""
"54169","その他の伝送装置",""
"5418","有線通信機器用部品及び附属品（民生用を除く。）",""
"54181","宅内用部品及び附属品",""
"541811","送受話器，送話機及び受話機",""
"541819","その他の宅内用部品及び附属品",""
"54182","局内用部品及び附属品",""
"541821","度数計",""
"541829","その他の局内用部品及び附属品",""
"54183","線路用部品及び附属品",""
"541831","配線函",""
"541839","その他の線路用部品及び附属品",""
"54189","その他の有線通信機器用部品及び附属品（民生用を除く。）",""
"5419","その他の有線通信装置",""
"542","無線通信装置",""
